yearID,franchID,lgID,divID,parkID,lgIDST,parkIDST,teamName,location,nickname,teamAbrFG,teamAbrBR,teamAbrLahman,teamAbrLahman45,teamAbrRetro,teamAbrMLB,teamCodeMLB
1998,21,AL,C,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1998,22,NL,C,MIL05,114.0,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
1998,23,NL,E,MON02,115.0,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1998,24,NL,W,SAN01,114.0,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1998,25,AL,W,SEA02,114.0,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
1998,26,AL,E,TOR02,115.0,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
1998,27,NL,W,DEN02,114.0,,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
1998,28,NL,E,MIA01,115.0,,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
1998,29,AL,E,STP01,115.0,,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
1998,30,NL,W,PHO01,114.0,,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
1999,1,NL,E,ATL02,115.0,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1999,2,NL,C,CHI11,114.0,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1999,3,NL,C,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1999,4,NL,C,PIT07,115.0,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1999,5,NL,C,STL09,115.0,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1999,6,NL,E,PHI12,115.0,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1999,7,NL,W,SFO02,114.0,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1999,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1999,9,AL,E,BAL12,115.0,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1999,10,AL,E,BOS07,115.0,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1999,11,AL,C,CHI12,114.0,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1999,12,AL,C,CLE08,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1999,13,AL,C,DET04,115.0,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1999,14,AL,C,MIN03,115.0,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1999,15,AL,W,OAK01,114.0,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1999,16,AL,E,NYC16,115.0,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1999,17,AL,W,ANA01,114.0,,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
1999,18,AL,W,ARL02,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1999,19,NL,C,HOU02,115.0,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1999,20,NL,E,NYC17,115.0,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1999,21,AL,C,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1999,22,NL,C,MIL05,114.0,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
1999,23,NL,E,MON02,115.0,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1999,24,NL,W,SAN01,114.0,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1999,25,AL,W,SEA03,114.0,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
1999,26,AL,E,TOR02,115.0,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
1999,27,NL,W,DEN02,114.0,,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
1999,28,NL,E,MIA01,115.0,,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
1999,29,AL,E,STP01,115.0,,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
1999,30,NL,W,PHO01,114.0,,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2000,1,NL,E,ATL02,115.0,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2000,2,NL,C,CHI11,114.0,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2000,3,NL,C,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2000,4,NL,C,PIT07,115.0,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2000,5,NL,C,STL09,115.0,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2000,6,NL,E,PHI12,115.0,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2000,7,NL,W,SFO03,114.0,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2000,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
2000,9,AL,E,BAL12,115.0,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2000,10,AL,E,BOS07,115.0,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2000,11,AL,C,CHI12,114.0,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2000,12,AL,C,CLE08,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2000,13,AL,C,DET05,115.0,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2000,14,AL,C,MIN03,115.0,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2000,15,AL,W,OAK01,114.0,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
2000,16,AL,E,NYC16,115.0,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
2000,17,AL,W,ANA01,114.0,,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
2000,18,AL,W,ARL02,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
2000,19,NL,C,HOU03,115.0,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
2000,20,NL,E,NYC17,115.0,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
2000,21,AL,C,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
2000,22,NL,C,MIL05,114.0,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
2000,23,NL,E,MON02,115.0,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
2000,24,NL,W,SAN01,114.0,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
2000,25,AL,W,SEA03,114.0,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
2000,26,AL,E,TOR02,115.0,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
2000,27,NL,W,DEN02,114.0,,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
2000,28,NL,E,MIA01,115.0,,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
2000,29,AL,E,STP01,115.0,,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
2000,30,NL,W,PHO01,114.0,,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2001,1,NL,E,ATL02,115.0,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2001,2,NL,C,CHI11,114.0,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2001,3,NL,C,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2001,4,NL,C,PIT08,115.0,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2001,5,NL,C,STL09,115.0,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2001,6,NL,E,PHI12,115.0,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2001,7,NL,W,SFO03,114.0,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2001,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
2001,9,AL,E,BAL12,115.0,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2001,10,AL,E,BOS07,115.0,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2001,11,AL,C,CHI12,114.0,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2001,12,AL,C,CLE08,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2001,13,AL,C,DET05,115.0,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2001,14,AL,C,MIN03,115.0,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2001,15,AL,W,OAK01,114.0,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
2001,16,AL,E,NYC16,115.0,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
2001,17,AL,W,ANA01,114.0,,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
2001,18,AL,W,ARL02,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
2001,19,NL,C,HOU03,115.0,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
2001,20,NL,E,NYC17,115.0,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
2001,21,AL,C,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
2001,22,NL,C,MIL06,114.0,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
2001,23,NL,E,MON02,115.0,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
2001,24,NL,W,SAN01,114.0,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
2001,25,AL,W,SEA03,114.0,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
2001,26,AL,E,TOR02,115.0,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
2001,27,NL,W,DEN02,114.0,,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
2001,28,NL,E,MIA01,115.0,,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
2001,29,AL,E,STP01,115.0,,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
2001,30,NL,W,PHO01,114.0,,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2002,1,NL,E,ATL02,115.0,2504.0,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2002,2,NL,C,CHI11,114.0,2507.0,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2002,3,NL,C,CIN08,,2508.0,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2002,4,NL,C,PIT08,115.0,2526.0,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2002,5,NL,C,STL09,115.0,2520.0,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2002,6,NL,E,PHI12,115.0,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2002,7,NL,W,SFO03,114.0,2532.0,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2002,8,NL,W,LOS03,,2517.0,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
2002,9,AL,E,BAL12,115.0,2505.0,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2002,10,AL,E,BOS07,115.0,2506.0,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2002,11,AL,C,CHI12,114.0,2501.0,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2002,12,AL,C,CLE08,,2509.0,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2002,13,AL,C,DET05,115.0,2511.0,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2002,14,AL,C,MIN03,115.0,2862.0,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2002,15,AL,W,OAK01,114.0,2524.0,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
2002,16,AL,E,NYC16,115.0,2523.0,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
2002,17,AL,W,ANA01,114.0,2500.0,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
2002,18,AL,W,ARL02,,2534.0,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
2002,19,NL,C,HOU03,115.0,2514.0,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
2002,20,NL,E,NYC17,115.0,2856.0,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
2002,21,AL,C,KAN06,,2515.0,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
2002,22,NL,C,MIL06,114.0,2518.0,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
2002,23,NL,E,MON02,115.0,2520.0,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
2002,24,NL,W,SAN01,114.0,2530.0,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
2002,25,AL,W,SEA03,114.0,2530.0,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
2002,26,AL,E,TOR02,115.0,2536.0,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
2002,27,NL,W,DEN02,114.0,2538.0,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
2002,28,NL,E,MIA01,115.0,2513.0,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
2002,29,AL,E,STP01,115.0,2909.0,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
2002,30,NL,W,PHO01,114.0,2501.0,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2003,1,NL,E,ATL02,115.0,2504.0,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2003,2,NL,C,CHI11,114.0,2507.0,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2003,3,NL,C,CIN09,,2508.0,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2003,4,NL,C,PIT08,115.0,2526.0,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2003,5,NL,C,STL09,115.0,2520.0,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2003,6,NL,E,PHI12,115.0,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2003,7,NL,W,SFO03,114.0,2532.0,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2003,8,NL,W,LOS03,,2517.0,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
2003,9,AL,E,BAL12,115.0,2505.0,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2003,10,AL,E,BOS07,115.0,2506.0,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2003,11,AL,C,CHI12,114.0,2501.0,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2003,12,AL,C,CLE08,,2509.0,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2003,13,AL,C,DET05,115.0,2511.0,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2003,14,AL,C,MIN03,115.0,2862.0,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2003,15,AL,W,OAK01,114.0,2524.0,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
2003,16,AL,E,NYC16,115.0,2523.0,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
2003,17,AL,W,ANA01,114.0,2500.0,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
2003,18,AL,W,ARL02,114.0,2603.0,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
2003,19,NL,C,HOU03,115.0,2514.0,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
2003,20,NL,E,NYC17,115.0,2856.0,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
2003,21,AL,C,KAN06,114.0,2603.0,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
2003,22,NL,C,MIL06,114.0,2518.0,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
2003,23,NL,E,MON02,115.0,2513.0,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
2003,24,NL,W,SAN01,114.0,2530.0,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
2003,25,AL,W,SEA03,114.0,2530.0,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
2003,26,AL,E,TOR02,115.0,2536.0,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
2003,27,NL,W,DEN02,114.0,2538.0,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
2003,28,NL,E,MIA01,115.0,2520.0,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
2003,29,AL,E,STP01,115.0,2909.0,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
2003,30,NL,W,PHO01,114.0,2501.0,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2004,1,NL,E,ATL02,115.0,2504.0,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2004,2,NL,C,CHI11,114.0,2507.0,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2004,3,NL,C,CIN09,,2508.0,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2004,4,NL,C,PIT08,115.0,2526.0,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2004,5,NL,C,STL09,115.0,2520.0,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2004,6,NL,E,PHI13,115.0,2700.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2004,7,NL,W,SFO03,114.0,2532.0,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2004,8,NL,W,LOS03,,2517.0,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
2004,9,AL,E,BAL12,115.0,2505.0,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2004,10,AL,E,BOS07,115.0,2506.0,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2004,11,AL,C,CHI12,114.0,2501.0,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2004,12,AL,C,CLE08,,2509.0,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2004,13,AL,C,DET05,115.0,2511.0,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2004,14,AL,C,MIN03,115.0,2862.0,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2004,15,AL,W,OAK01,114.0,2524.0,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
2004,16,AL,E,NYC16,115.0,2523.0,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
2004,17,AL,W,ANA01,114.0,2500.0,Anaheim Angels,Anaheim,Angels,ANA,ANA,ANA,ANA,ANA,ANA,ana
2004,18,AL,W,ARL02,114.0,2603.0,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
2004,19,NL,C,HOU03,115.0,2514.0,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
2004,20,NL,E,NYC17,115.0,2856.0,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
2004,21,AL,C,KAN06,114.0,2603.0,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
2004,22,NL,C,MIL06,114.0,2518.0,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,MIL,ML4,MIL,MIL,mil
2004,23,NL,E,MON02,115.0,2513.0,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
2004,24,NL,W,SAN02,114.0,2530.0,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
2004,25,AL,W,SEA03,114.0,2530.0,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
2004,26,AL,E,TOR02,115.0,2536.0,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
2004,27,NL,W,DEN02,114.0,2538.0,Colorado Rockies,Colorado,Rockies,COL,COL,COL,COL,COL,COL,col
2004,28,NL,E,MIA01,115.0,2520.0,Florida Marlins,Florida,Marlins,FLA,FLA,FLO,FLO,FLO,FLA,flo
2004,29,AL,E,STP01,115.0,2909.0,Tampa Bay Devil Rays,Tampa Bay,Devil Rays,TBD,TBD,TBA,TBA,TBA,TB,tba
2004,30,NL,W,PHO01,114.0,2501.0,Arizona Diamondbacks,Arizona,Diamondbacks,ARI,ARI,ARI,ARI,ARI,AZ,ari
2005,1,NL,E,ATL02,115.0,2504.0,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
2005,2,NL,C,CHI11,114.0,2507.0,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
2005,3,NL,C,CIN09,,2508.0,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
2005,4,NL,C,PIT08,115.0,2526.0,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
2005,5,NL,C,STL09,115.0,2520.0,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
2005,6,NL,E,PHI13,115.0,2700.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
2005,7,NL,W,SFO03,114.0,2532.0,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
2005,8,NL,W,LOS03,,2517.0,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LAD,lan
2005,9,AL,E,BAL12,115.0,2505.0,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
2005,10,AL,E,BOS07,115.0,2506.0,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
2005,11,AL,C,CHI12,114.0,2501.0,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
2005,12,AL,C,CLE08,,2509.0,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
2005,13,AL,C,DET05,115.0,2511.0,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
2005,14,AL,C,MIN03,115.0,2862.0,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
2005,15,AL,W,OAK01,114.0,2524.0,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
